pilot_order,review_order,passage_id,capture_index,relative_time_ms,rgb_filename,rgb_prev_3,rgb_prev_2,rgb_prev_1,rgb_next_1,rgb_next_2,rgb_next_3,original_label,candidate_reason,final_review,notes
52,568,0127vd,26,2509.0,0127vd_12305_2025_01_25_17_18_34_456533_RGB_640_480_3.png,0127vd_12302_2025_01_25_17_18_34_141450_RGB_640_480_3.png,0127vd_12303_2025_01_25_17_18_34_250378_RGB_640_480_3.png,0127vd_12304_2025_01_25_17_18_34_346979_RGB_640_480_3.png,0127vd_12306_2025_01_25_17_18_34_574639_RGB_640_480_3.png,0127vd_12307_2025_01_25_17_18_34_666838_RGB_640_480_3.png,0127vd_12308_2025_01_25_17_18_34_756764_RGB_640_480_3.png,background,boundary+high_pdi,,
53,572,0127vd,51,5029.0,0127vd_12330_2025_01_25_17_18_36_976572_RGB_640_480_3.png,0127vd_12327_2025_01_25_17_18_36_689562_RGB_640_480_3.png,0127vd_12328_2025_01_25_17_18_36_797170_RGB_640_480_3.png,0127vd_12329_2025_01_25_17_18_36_884677_RGB_640_480_3.png,0127vd_12331_2025_01_25_17_18_37_073432_RGB_640_480_3.png,0127vd_12332_2025_01_25_17_18_37_171353_RGB_640_480_3.png,0127vd_12333_2025_01_25_17_18_37_256371_RGB_640_480_3.png,background,boundary+high_pdi,,
54,574,0127vd,53,5224.0,0127vd_12332_2025_01_25_17_18_37_171353_RGB_640_480_3.png,0127vd_12329_2025_01_25_17_18_36_884677_RGB_640_480_3.png,0127vd_12330_2025_01_25_17_18_36_976572_RGB_640_480_3.png,0127vd_12331_2025_01_25_17_18_37_073432_RGB_640_480_3.png,0127vd_12333_2025_01_25_17_18_37_256371_RGB_640_480_3.png,0127vd_12334_2025_01_25_17_18_37_353515_RGB_640_480_3.png,0127vd_12335_2025_01_25_17_18_37_461462_RGB_640_480_3.png,background,high_pdi,,
55,584,0128,86,8669.0,0128_2755_2025_01_25_10_50_05_174906_RGB_640_480_3.png,0128_2752_2025_01_25_10_50_04_881565_RGB_640_480_3.png,0128_2753_2025_01_25_10_50_04_985122_RGB_640_480_3.png,0128_2754_2025_01_25_10_50_05_076563_RGB_640_480_3.png,0128_2756_2025_01_25_10_50_05_275056_RGB_640_480_3.png,0128_2757_2025_01_25_10_50_05_371183_RGB_640_480_3.png,0128_2758_2025_01_25_10_50_05_480344_RGB_640_480_3.png,background,boundary+high_pdi,,
56,587,0128vd,24,2398.0,0128vd_12480_2025_01_25_17_19_33_430913_RGB_640_480_3.png,0128vd_12477_2025_01_25_17_19_33_140663_RGB_640_480_3.png,0128vd_12478_2025_01_25_17_19_33_234572_RGB_640_480_3.png,0128vd_12479_2025_01_25_17_19_33_341712_RGB_640_480_3.png,0128vd_12481_2025_01_25_17_19_33_538853_RGB_640_480_3.png,0128vd_12482_2025_01_25_17_19_33_634040_RGB_640_480_3.png,0128vd_12483_2025_01_25_17_19_33_732586_RGB_640_480_3.png,background,high_pdi,,
57,588,0128vd,26,2601.0,0128vd_12482_2025_01_25_17_19_33_634040_RGB_640_480_3.png,0128vd_12479_2025_01_25_17_19_33_341712_RGB_640_480_3.png,0128vd_12480_2025_01_25_17_19_33_430913_RGB_640_480_3.png,0128vd_12481_2025_01_25_17_19_33_538853_RGB_640_480_3.png,0128vd_12483_2025_01_25_17_19_33_732586_RGB_640_480_3.png,0128vd_12484_2025_01_25_17_19_33_827373_RGB_640_480_3.png,0128vd_12485_2025_01_25_17_19_33_931554_RGB_640_480_3.png,background,boundary+high_pdi,,
58,589,0128vd,27,2699.0,0128vd_12483_2025_01_25_17_19_33_732586_RGB_640_480_3.png,0128vd_12480_2025_01_25_17_19_33_430913_RGB_640_480_3.png,0128vd_12481_2025_01_25_17_19_33_538853_RGB_640_480_3.png,0128vd_12482_2025_01_25_17_19_33_634040_RGB_640_480_3.png,0128vd_12484_2025_01_25_17_19_33_827373_RGB_640_480_3.png,0128vd_12485_2025_01_25_17_19_33_931554_RGB_640_480_3.png,0128vd_12486_2025_01_25_17_19_34_027536_RGB_640_480_3.png,background,boundary+high_pdi,,
59,606,0131az,24,2274.0,0131az_12223_2025_01_25_17_18_12_251447_RGB_640_480_3.png,0131az_12220_2025_01_25_17_18_11_966182_RGB_640_480_3.png,0131az_12221_2025_01_25_17_18_12_068546_RGB_640_480_3.png,0131az_12222_2025_01_25_17_18_12_158161_RGB_640_480_3.png,0131az_12224_2025_01_25_17_18_12_338132_RGB_640_480_3.png,0131az_12225_2025_01_25_17_18_12_452533_RGB_640_480_3.png,0131az_12226_2025_01_25_17_18_12_549449_RGB_640_480_3.png,background,high_pdi,,
60,619,0133az,36,3497.0,0133az_12972_2025_01_25_17_22_25_928565_RGB_640_480_3.png,0133az_12968_2025_01_25_17_22_25_544586_RGB_640_480_3.png,0133az_12970_2025_01_25_17_22_25_734440_RGB_640_480_3.png,0133az_12971_2025_01_25_17_22_25_830248_RGB_640_480_3.png,0133az_12973_2025_01_25_17_22_26_036423_RGB_640_480_3.png,0133az_12974_2025_01_25_17_22_26_144361_RGB_640_480_3.png,0133az_12975_2025_01_25_17_22_26_251687_RGB_640_480_3.png,background,boundary,,
61,629,0135az,29,3914.0,0135az_12162_2025_01_25_17_17_19_894259_RGB_640_480_3.png,0135az_12159_2025_01_25_17_17_19_585442_RGB_640_480_3.png,0135az_12160_2025_01_25_17_17_19_693753_RGB_640_480_3.png,0135az_12161_2025_01_25_17_17_19_792069_RGB_640_480_3.png,0135az_12163_2025_01_25_17_17_19_989995_RGB_640_480_3.png,,,background,boundary+high_pdi,,
62,634,0137az,95,9560.0,0137az_12066_2025_01_25_17_16_34_020212_RGB_640_480_3.png,0137az_12063_2025_01_25_17_16_33_715233_RGB_640_480_3.png,0137az_12064_2025_01_25_17_16_33_811668_RGB_640_480_3.png,0137az_12065_2025_01_25_17_16_33_907967_RGB_640_480_3.png,0137az_12067_2025_01_25_17_16_34_115197_RGB_640_480_3.png,0137az_12068_2025_01_25_17_16_34_213396_RGB_640_480_3.png,0137az_12069_2025_01_25_17_16_34_307323_RGB_640_480_3.png,background,boundary+high_pdi,,
63,635,0137az,96,9655.0,0137az_12067_2025_01_25_17_16_34_115197_RGB_640_480_3.png,0137az_12064_2025_01_25_17_16_33_811668_RGB_640_480_3.png,0137az_12065_2025_01_25_17_16_33_907967_RGB_640_480_3.png,0137az_12066_2025_01_25_17_16_34_020212_RGB_640_480_3.png,0137az_12068_2025_01_25_17_16_34_213396_RGB_640_480_3.png,0137az_12069_2025_01_25_17_16_34_307323_RGB_640_480_3.png,0137az_12070_2025_01_25_17_16_34_414359_RGB_640_480_3.png,background,boundary+high_pdi,,
64,637,0137az,103,10375.0,0137az_12074_2025_01_25_17_16_34_835433_RGB_640_480_3.png,0137az_12071_2025_01_25_17_16_34_511716_RGB_640_480_3.png,0137az_12072_2025_01_25_17_16_34_630591_RGB_640_480_3.png,0137az_12073_2025_01_25_17_16_34_727953_RGB_640_480_3.png,0137az_12075_2025_01_25_17_16_34_949881_RGB_640_480_3.png,0137az_12076_2025_01_25_17_16_35_051324_RGB_640_480_3.png,0137az_12077_2025_01_25_17_16_35_148779_RGB_640_480_3.png,background,high_pdi,,
65,644,0138azs2,16,1547.0,0138az_12906_2025_01_25_17_21_58_601373_RGB_640_480_3.png,0138az_12903_2025_01_25_17_21_58_295884_RGB_640_480_3.png,0138az_12904_2025_01_25_17_21_58_393572_RGB_640_480_3.png,0138az_12905_2025_01_25_17_21_58_491135_RGB_640_480_3.png,0138az_12907_2025_01_25_17_21_58_707160_RGB_640_480_3.png,0138az_12908_2025_01_25_17_21_58_807525_RGB_640_480_3.png,0138az_12909_2025_01_25_17_21_58_896948_RGB_640_480_3.png,background,high_pdi,,
66,648,0138azs2,22,2140.0,0138az_12912_2025_01_25_17_21_59_194354_RGB_640_480_3.png,0138az_12909_2025_01_25_17_21_58_896948_RGB_640_480_3.png,0138az_12910_2025_01_25_17_21_59_010388_RGB_640_480_3.png,0138az_12911_2025_01_25_17_21_59_096544_RGB_640_480_3.png,0138az_12913_2025_01_25_17_21_59_294242_RGB_640_480_3.png,0138az_12914_2025_01_25_17_21_59_394498_RGB_640_480_3.png,0138az_12915_2025_01_25_17_21_59_492940_RGB_640_480_3.png,background,boundary+high_pdi,,
67,657,0140qz,27,2744.0,0140qz_11034_2025_01_25_17_12_13_963960_RGB_640_480_3.png,0140qz_11031_2025_01_25_17_12_13_670550_RGB_640_480_3.png,0140qz_11032_2025_01_25_17_12_13_775029_RGB_640_480_3.png,0140qz_11033_2025_01_25_17_12_13_867025_RGB_640_480_3.png,0140qz_11035_2025_01_25_17_12_14_060562_RGB_640_480_3.png,0140qz_11036_2025_01_25_17_12_14_153101_RGB_640_480_3.png,0140qz_11037_2025_01_25_17_12_14_239532_RGB_640_480_3.png,background,boundary,,
68,666,0141az,52,5245.0,0141az_12449_2025_01_25_17_19_06_788092_RGB_640_480_3.png,0141az_12446_2025_01_25_17_19_06_485182_RGB_640_480_3.png,0141az_12447_2025_01_25_17_19_06_586077_RGB_640_480_3.png,0141az_12448_2025_01_25_17_19_06_687530_RGB_640_480_3.png,0141az_12450_2025_01_25_17_19_06_889314_RGB_640_480_3.png,0141az_12451_2025_01_25_17_19_06_990492_RGB_640_480_3.png,0141az_12452_2025_01_25_17_19_07_080575_RGB_640_480_3.png,background,high_pdi,,
69,673,014bmf,59,5956.0,014bmf_13362_2025_01_25_17_30_00_451470_RGB_640_480_3.png,014bmf_13359_2025_01_25_17_30_00_142727_RGB_640_480_3.png,014bmf_13360_2025_01_25_17_30_00_255537_RGB_640_480_3.png,014bmf_13361_2025_01_25_17_30_00_358509_RGB_640_480_3.png,014bmf_13363_2025_01_25_17_30_00_541904_RGB_640_480_3.png,014bmf_13364_2025_01_25_17_30_00_638768_RGB_640_480_3.png,014bmf_13365_2025_01_25_17_30_00_741952_RGB_640_480_3.png,background,boundary+high_pdi,,
70,674,014bmf,62,6246.0,014bmf_13365_2025_01_25_17_30_00_741952_RGB_640_480_3.png,014bmf_13362_2025_01_25_17_30_00_451470_RGB_640_480_3.png,014bmf_13363_2025_01_25_17_30_00_541904_RGB_640_480_3.png,014bmf_13364_2025_01_25_17_30_00_638768_RGB_640_480_3.png,,,,background,high_pdi,,
71,683,0183,114,11452.0,0183_2937_2025_01_25_10_51_08_278146_RGB_640_480_3.png,0183_2934_2025_01_25_10_51_07_983886_RGB_640_480_3.png,0183_2935_2025_01_25_10_51_08_081209_RGB_640_480_3.png,0183_2936_2025_01_25_10_51_08_187496_RGB_640_480_3.png,0183_2938_2025_01_25_10_51_08_380447_RGB_640_480_3.png,0183_2939_2025_01_25_10_51_08_483453_RGB_640_480_3.png,0183_2940_2025_01_25_10_51_08_580599_RGB_640_480_3.png,background,boundary,,
72,697,0186,48,4862.0,0186_888_2025_01_25_10_40_37_610922_RGB_640_480_3.png,0186_885_2025_01_25_10_40_37_302083_RGB_640_480_3.png,0186_886_2025_01_25_10_40_37_407205_RGB_640_480_3.png,0186_887_2025_01_25_10_40_37_507991_RGB_640_480_3.png,0186_889_2025_01_25_10_40_37_714938_RGB_640_480_3.png,0186_890_2025_01_25_10_40_37_829182_RGB_640_480_3.png,0186_891_2025_01_25_10_40_37_946348_RGB_640_480_3.png,background,boundary,,
73,699,0188,22,2377.0,0188_1934_2025_01_25_10_45_49_470350_RGB_640_480_3.png,0188_1931_2025_01_25_10_45_49_162588_RGB_640_480_3.png,0188_1932_2025_01_25_10_45_49_270116_RGB_640_480_3.png,0188_1933_2025_01_25_10_45_49_372777_RGB_640_480_3.png,0188_1935_2025_01_25_10_45_49_565708_RGB_640_480_3.png,0188_1936_2025_01_25_10_45_49_664888_RGB_640_480_3.png,0188_1937_2025_01_25_10_45_49_763764_RGB_640_480_3.png,background,boundary,,
74,708,0192,13,2901.0,192_2990_2025_01_25_10_51_22_560205_RGB_640_480_3.png,192_2987_2025_01_25_10_51_22_252883_RGB_640_480_3.png,192_2988_2025_01_25_10_51_22_352324_RGB_640_480_3.png,192_2989_2025_01_25_10_51_22_458674_RGB_640_480_3.png,192_2991_2025_01_25_10_51_22_668712_RGB_640_480_3.png,192_2992_2025_01_25_10_51_22_773992_RGB_640_480_3.png,192_2993_2025_01_25_10_51_22_877056_RGB_640_480_3.png,background,boundary+high_pdi,,
75,715,0197,57,5568.0,0197_17049_2025_01_26_09_15_29_402282_RGB_640_480_3.png,0197_17046_2025_01_26_09_15_29_108813_RGB_640_480_3.png,0197_17047_2025_01_26_09_15_29_215023_RGB_640_480_3.png,0197_17048_2025_01_26_09_15_29_310514_RGB_640_480_3.png,0197_17050_2025_01_26_09_15_29_513731_RGB_640_480_3.png,0197_17051_2025_01_26_09_15_29_609943_RGB_640_480_3.png,0197_17052_2025_01_26_09_15_29_715990_RGB_640_480_3.png,background,high_pdi,,
76,716,0197,60,5882.0,0197_17052_2025_01_26_09_15_29_715990_RGB_640_480_3.png,0197_17049_2025_01_26_09_15_29_402282_RGB_640_480_3.png,0197_17050_2025_01_26_09_15_29_513731_RGB_640_480_3.png,0197_17051_2025_01_26_09_15_29_609943_RGB_640_480_3.png,0197_17053_2025_01_26_09_15_29_813507_RGB_640_480_3.png,0197_17054_2025_01_26_09_15_29_918233_RGB_640_480_3.png,0197_17055_2025_01_26_09_15_30_023190_RGB_640_480_3.png,background,boundary+high_pdi,,
77,719,0197,72,7181.0,0197_17065_2025_01_26_09_15_31_014295_RGB_640_480_3.png,0197_17062_2025_01_26_09_15_30_722233_RGB_640_480_3.png,0197_17063_2025_01_26_09_15_30_822643_RGB_640_480_3.png,0197_17064_2025_01_26_09_15_30_920064_RGB_640_480_3.png,0197_17066_2025_01_26_09_15_31_109465_RGB_640_480_3.png,0197_17067_2025_01_26_09_15_31_214495_RGB_640_480_3.png,0197_17068_2025_01_26_09_15_31_316858_RGB_640_480_3.png,background,boundary+high_pdi,,
78,730,0200,41,4122.0,0200_15550_2025_01_26_09_07_56_295037_RGB_640_480_3.png,0200_15547_2025_01_26_09_07_55_985173_RGB_640_480_3.png,0200_15548_2025_01_26_09_07_56_086989_RGB_640_480_3.png,0200_15549_2025_01_26_09_07_56_195325_RGB_640_480_3.png,0200_15551_2025_01_26_09_07_56_402976_RGB_640_480_3.png,0200_15552_2025_01_26_09_07_56_513133_RGB_640_480_3.png,0200_15553_2025_01_26_09_07_56_614538_RGB_640_480_3.png,background,high_pdi,,
79,734,0200,45,4541.0,0200_15554_2025_01_26_09_07_56_714026_RGB_640_480_3.png,0200_15551_2025_01_26_09_07_56_402976_RGB_640_480_3.png,0200_15552_2025_01_26_09_07_56_513133_RGB_640_480_3.png,0200_15553_2025_01_26_09_07_56_614538_RGB_640_480_3.png,0200_15555_2025_01_26_09_07_56_816569_RGB_640_480_3.png,0200_15556_2025_01_26_09_07_56_923006_RGB_640_480_3.png,0200_15557_2025_01_26_09_07_57_021701_RGB_640_480_3.png,background,boundary+high_pdi,,
80,738,0200,71,7331.0,0200_15580_2025_01_26_09_07_59_503572_RGB_640_480_3.png,0200_15577_2025_01_26_09_07_59_185347_RGB_640_480_3.png,0200_15578_2025_01_26_09_07_59_293468_RGB_640_480_3.png,0200_15579_2025_01_26_09_07_59_402695_RGB_640_480_3.png,0200_15581_2025_01_26_09_07_59_610012_RGB_640_480_3.png,0200_15582_2025_01_26_09_07_59_720420_RGB_640_480_3.png,0200_15583_2025_01_26_09_07_59_833364_RGB_640_480_3.png,background,boundary+high_pdi,,
81,745,0210,52,5231.0,0210_15751_2025_01_26_09_08_56_983373_RGB_640_480_3.png,0210_15748_2025_01_26_09_08_56_678883_RGB_640_480_3.png,0210_15749_2025_01_26_09_08_56_785077_RGB_640_480_3.png,0210_15750_2025_01_26_09_08_56_885663_RGB_640_480_3.png,0210_15752_2025_01_26_09_08_57_084692_RGB_640_480_3.png,0210_15753_2025_01_26_09_08_57_182989_RGB_640_480_3.png,0210_15754_2025_01_26_09_08_57_280570_RGB_640_480_3.png,background,boundary,,
82,750,0214,25,7339.0,0214_17603_2025_01_26_09_31_54_681051_RGB_640_480_3.png,0214_17600_2025_01_26_09_31_54_387660_RGB_640_480_3.png,0214_17601_2025_01_26_09_31_54_482346_RGB_640_480_3.png,0214_17602_2025_01_26_09_31_54_582572_RGB_640_480_3.png,0214_17604_2025_01_26_09_31_54_779373_RGB_640_480_3.png,0214_17605_2025_01_26_09_31_54_875979_RGB_640_480_3.png,0214_17606_2025_01_26_09_31_54_988953_RGB_640_480_3.png,background,high_pdi,,
83,753,0214,28,7647.0,0214_17606_2025_01_26_09_31_54_988953_RGB_640_480_3.png,0214_17603_2025_01_26_09_31_54_681051_RGB_640_480_3.png,0214_17604_2025_01_26_09_31_54_779373_RGB_640_480_3.png,0214_17605_2025_01_26_09_31_54_875979_RGB_640_480_3.png,0214_17607_2025_01_26_09_31_55_096385_RGB_640_480_3.png,0214_17608_2025_01_26_09_31_55_201338_RGB_640_480_3.png,0214_17609_2025_01_26_09_31_55_301418_RGB_640_480_3.png,background,boundary+high_pdi,,
84,754,0214,29,7754.0,0214_17607_2025_01_26_09_31_55_096385_RGB_640_480_3.png,0214_17604_2025_01_26_09_31_54_779373_RGB_640_480_3.png,0214_17605_2025_01_26_09_31_54_875979_RGB_640_480_3.png,0214_17606_2025_01_26_09_31_54_988953_RGB_640_480_3.png,0214_17608_2025_01_26_09_31_55_201338_RGB_640_480_3.png,0214_17609_2025_01_26_09_31_55_301418_RGB_640_480_3.png,0214_17610_2025_01_26_09_31_55_395574_RGB_640_480_3.png,background,boundary+high_pdi,,
85,762,0217,63,6698.0,0217_15993_2025_01_26_09_10_14_034402_RGB_640_480_3.png,0217_15990_2025_01_26_09_10_13_727419_RGB_640_480_3.png,0217_15991_2025_01_26_09_10_13_827428_RGB_640_480_3.png,0217_15992_2025_01_26_09_10_13_927707_RGB_640_480_3.png,0217_15995_2025_01_26_09_10_14_244999_RGB_640_480_3.png,0217_15996_2025_01_26_09_10_14_346473_RGB_640_480_3.png,0217_15997_2025_01_26_09_10_14_455567_RGB_640_480_3.png,background,high_pdi,,
86,763,0217,64,6909.0,0217_15995_2025_01_26_09_10_14_244999_RGB_640_480_3.png,0217_15991_2025_01_26_09_10_13_827428_RGB_640_480_3.png,0217_15992_2025_01_26_09_10_13_927707_RGB_640_480_3.png,0217_15993_2025_01_26_09_10_14_034402_RGB_640_480_3.png,0217_15996_2025_01_26_09_10_14_346473_RGB_640_480_3.png,0217_15997_2025_01_26_09_10_14_455567_RGB_640_480_3.png,0217_15998_2025_01_26_09_10_14_551787_RGB_640_480_3.png,background,boundary+high_pdi,,
87,774,0219,43,4278.0,0219_2504_2025_01_25_10_49_05_081716_RGB_640_480_3.png,0219_2501_2025_01_25_10_49_04_780039_RGB_640_480_3.png,0219_2502_2025_01_25_10_49_04_878877_RGB_640_480_3.png,0219_2503_2025_01_25_10_49_04_987693_RGB_640_480_3.png,0219_2505_2025_01_25_10_49_05_176655_RGB_640_480_3.png,0219_2506_2025_01_25_10_49_05_278770_RGB_640_480_3.png,0219_2507_2025_01_25_10_49_05_385156_RGB_640_480_3.png,background,boundary,,
88,790,0262,78,7576.0,0262_15065_2025_01_26_09_04_25_001576_RGB_640_480_3.png,0262_15062_2025_01_26_09_04_24_692526_RGB_640_480_3.png,0262_15063_2025_01_26_09_04_24_796776_RGB_640_480_3.png,0262_15064_2025_01_26_09_04_24_895890_RGB_640_480_3.png,0262_15066_2025_01_26_09_04_25_098609_RGB_640_480_3.png,0262_15067_2025_01_26_09_04_25_205896_RGB_640_480_3.png,0262_15068_2025_01_26_09_04_25_299026_RGB_640_480_3.png,background,high_pdi,,
89,794,0262,82,7978.0,0262_15069_2025_01_26_09_04_25_403368_RGB_640_480_3.png,0262_15066_2025_01_26_09_04_25_098609_RGB_640_480_3.png,0262_15067_2025_01_26_09_04_25_205896_RGB_640_480_3.png,0262_15068_2025_01_26_09_04_25_299026_RGB_640_480_3.png,0262_15070_2025_01_26_09_04_25_505104_RGB_640_480_3.png,0262_15071_2025_01_26_09_04_25_598798_RGB_640_480_3.png,0262_15072_2025_01_26_09_04_25_690879_RGB_640_480_3.png,background,boundary+high_pdi,,
90,799,0262,166,16351.0,0262_15153_2025_01_26_09_04_33_775748_RGB_640_480_3.png,0262_15150_2025_01_26_09_04_33_487000_RGB_640_480_3.png,0262_15151_2025_01_26_09_04_33_578812_RGB_640_480_3.png,0262_15152_2025_01_26_09_04_33_682488_RGB_640_480_3.png,0262_15154_2025_01_26_09_04_33_867508_RGB_640_480_3.png,0262_15155_2025_01_26_09_04_33_969200_RGB_640_480_3.png,0262_15156_2025_01_26_09_04_34_062346_RGB_640_480_3.png,background,boundary+high_pdi,,
91,806,0263,19,1736.0,263_4766_2025_01_25_11_06_12_470435_RGB_640_480_3.png,263_4763_2025_01_25_11_06_12_190296_RGB_640_480_3.png,263_4764_2025_01_25_11_06_12_281181_RGB_640_480_3.png,263_4765_2025_01_25_11_06_12_382013_RGB_640_480_3.png,263_4767_2025_01_25_11_06_12_588080_RGB_640_480_3.png,263_4768_2025_01_25_11_06_12_685470_RGB_640_480_3.png,263_4769_2025_01_25_11_06_12_780112_RGB_640_480_3.png,background,high_pdi,,
92,811,0263,36,3425.0,263_4783_2025_01_25_11_06_14_159673_RGB_640_480_3.png,263_4780_2025_01_25_11_06_13_856160_RGB_640_480_3.png,263_4781_2025_01_25_11_06_13_958745_RGB_640_480_3.png,263_4782_2025_01_25_11_06_14_061359_RGB_640_480_3.png,263_4784_2025_01_25_11_06_14_262060_RGB_640_480_3.png,263_4785_2025_01_25_11_06_14_361896_RGB_640_480_3.png,263_4786_2025_01_25_11_06_14_462743_RGB_640_480_3.png,background,boundary+high_pdi,,
93,830,02mf,59,5885.0,2mf_14303_2025_01_25_17_43_35_859094_RGB_640_480_3.png,2mf_14300_2025_01_25_17_43_35_546073_RGB_640_480_3.png,2mf_14301_2025_01_25_17_43_35_641762_RGB_640_480_3.png,2mf_14302_2025_01_25_17_43_35_745232_RGB_640_480_3.png,2mf_14304_2025_01_25_17_43_35_952541_RGB_640_480_3.png,2mf_14305_2025_01_25_17_43_36_059198_RGB_640_480_3.png,2mf_14306_2025_01_25_17_43_36_157097_RGB_640_480_3.png,background,boundary,,
94,832,03mf,28,2616.0,3mf_14338_2025_01_25_17_44_30_632837_RGB_640_480_3.png,3mf_14335_2025_01_25_17_44_30_352228_RGB_640_480_3.png,3mf_14336_2025_01_25_17_44_30_443015_RGB_640_480_3.png,3mf_14337_2025_01_25_17_44_30_537523_RGB_640_480_3.png,3mf_14339_2025_01_25_17_44_30_735175_RGB_640_480_3.png,3mf_14340_2025_01_25_17_44_30_833811_RGB_640_480_3.png,3mf_14341_2025_01_25_17_44_30_931156_RGB_640_480_3.png,background,boundary,,
95,857,0458,51,5114.0,0458_3954_2025_01_25_11_00_24_012217_RGB_640_480_3.png,0458_3951_2025_01_25_11_00_23_700224_RGB_640_480_3.png,0458_3952_2025_01_25_11_00_23_817100_RGB_640_480_3.png,0458_3953_2025_01_25_11_00_23_914302_RGB_640_480_3.png,0458_3955_2025_01_25_11_00_24_106995_RGB_640_480_3.png,0458_3956_2025_01_25_11_00_24_215402_RGB_640_480_3.png,0458_3957_2025_01_25_11_00_24_314557_RGB_640_480_3.png,background,boundary,,
96,861,0463,97,9772.0,0463_1648_2025_01_25_10_44_28_155732_RGB_640_480_3.png,0463_1645_2025_01_25_10_44_27_844463_RGB_640_480_3.png,0463_1646_2025_01_25_10_44_27_955941_RGB_640_480_3.png,0463_1647_2025_01_25_10_44_28_057128_RGB_640_480_3.png,0463_1649_2025_01_25_10_44_28_261353_RGB_640_480_3.png,0463_1650_2025_01_25_10_44_28_353990_RGB_640_480_3.png,0463_1651_2025_01_25_10_44_28_451214_RGB_640_480_3.png,background,high_pdi,,
97,870,0468,31,3045.0,0468_757_2025_01_25_10_39_50_687614_RGB_640_480_3.png,0468_754_2025_01_25_10_39_50_366141_RGB_640_480_3.png,0468_755_2025_01_25_10_39_50_473183_RGB_640_480_3.png,0468_756_2025_01_25_10_39_50_573413_RGB_640_480_3.png,0468_758_2025_01_25_10_39_50_798400_RGB_640_480_3.png,0468_759_2025_01_25_10_39_50_911178_RGB_640_480_3.png,0468_760_2025_01_25_10_39_51_006817_RGB_640_480_3.png,background,boundary,,
98,875,0472,87,8458.0,0472_5275_2025_01_25_11_08_22_693515_RGB_640_480_3.png,0472_5272_2025_01_25_11_08_22_390620_RGB_640_480_3.png,0472_5273_2025_01_25_11_08_22_493055_RGB_640_480_3.png,0472_5274_2025_01_25_11_08_22_587065_RGB_640_480_3.png,0472_5276_2025_01_25_11_08_22_792709_RGB_640_480_3.png,0472_5277_2025_01_25_11_08_22_896920_RGB_640_480_3.png,0472_5278_2025_01_25_11_08_22_991027_RGB_640_480_3.png,background,boundary,,
99,891,04mf,35,3486.0,4mf_14401_2025_01_25_17_45_06_317026_RGB_640_480_3.png,4mf_14398_2025_01_25_17_45_05_995150_RGB_640_480_3.png,4mf_14399_2025_01_25_17_45_06_098332_RGB_640_480_3.png,4mf_14400_2025_01_25_17_45_06_208186_RGB_640_480_3.png,4mf_14402_2025_01_25_17_45_06_408416_RGB_640_480_3.png,4mf_14403_2025_01_25_17_45_06_503974_RGB_640_480_3.png,4mf_14404_2025_01_25_17_45_06_614917_RGB_640_480_3.png,background,boundary,,
100,903,0504,85,8303.0,504_5695_2025_01_25_11_11_09_546317_RGB_640_480_3.png,504_5692_2025_01_25_11_11_09_248354_RGB_640_480_3.png,504_5693_2025_01_25_11_11_09_345397_RGB_640_480_3.png,504_5694_2025_01_25_11_11_09_445656_RGB_640_480_3.png,504_5696_2025_01_25_11_11_09_641929_RGB_640_480_3.png,504_5697_2025_01_25_11_11_09_739606_RGB_640_480_3.png,504_5698_2025_01_25_11_11_09_841670_RGB_640_480_3.png,background,boundary,,
101,907,0505,26,2382.0,505_3218_2025_01_25_10_53_18_623104_RGB_640_480_3.png,505_3215_2025_01_25_10_53_18_310200_RGB_640_480_3.png,505_3216_2025_01_25_10_53_18_415680_RGB_640_480_3.png,505_3217_2025_01_25_10_53_18_513548_RGB_640_480_3.png,505_3219_2025_01_25_10_53_18_724166_RGB_640_480_3.png,505_3220_2025_01_25_10_53_18_819079_RGB_640_480_3.png,505_3221_2025_01_25_10_53_18_916200_RGB_640_480_3.png,background,high_pdi,,
102,921,0506vd,50,5124.0,0506vd_8882_2025_01_25_16_59_04_213702_RGB_640_480_3.png,0506vd_8879_2025_01_25_16_59_03_911071_RGB_640_480_3.png,0506vd_8880_2025_01_25_16_59_04_006255_RGB_640_480_3.png,0506vd_8881_2025_01_25_16_59_04_107367_RGB_640_480_3.png,0506vd_8883_2025_01_25_16_59_04_311972_RGB_640_480_3.png,0506vd_8884_2025_01_25_16_59_04_409004_RGB_640_480_3.png,0506vd_8885_2025_01_25_16_59_04_502163_RGB_640_480_3.png,background,high_pdi,,
103,923,0507,21,2097.0,507_3027_2025_01_25_10_51_39_877317_RGB_640_480_3.png,507_3023_2025_01_25_10_51_39_489858_RGB_640_480_3.png,507_3024_2025_01_25_10_51_39_593347_RGB_640_480_3.png,507_3026_2025_01_25_10_51_39_778493_RGB_640_480_3.png,507_3028_2025_01_25_10_51_39_978881_RGB_640_480_3.png,507_3029_2025_01_25_10_51_40_077438_RGB_640_480_3.png,507_3030_2025_01_25_10_51_40_183185_RGB_640_480_3.png,background,boundary,,
