review_order,passage_id,capture_index,relative_time_ms,rgb_filename,rgb_prev_3,rgb_prev_2,rgb_prev_1,rgb_next_1,rgb_next_2,rgb_next_3,original_label,candidate_reason,final_review,notes
207,0031az,74,7492.0,0031az_10035_2025_01_25_17_05_01_334054_RGB_640_480_3.png,0031az_10032_2025_01_25_17_05_00_829902_RGB_640_480_3.png,0031az_10033_2025_01_25_17_05_00_929943_RGB_640_480_3.png,0031az_10034_2025_01_25_17_05_01_031462_RGB_640_480_3.png,0031az_10036_2025_01_25_17_05_01_828659_RGB_640_480_3.png,0031az_10037_2025_01_25_17_05_02_321511_RGB_640_480_3.png,,background,boundary,,
208,0032az,85,13276.0,0032az_11769_2025_01_25_17_15_24_109700_RGB_640_480_3.png,0032az_11766_2025_01_25_17_15_23_805994_RGB_640_480_3.png,0032az_11767_2025_01_25_17_15_23_921038_RGB_640_480_3.png,0032az_11768_2025_01_25_17_15_24_009269_RGB_640_480_3.png,0032az_11770_2025_01_25_17_15_24_217491_RGB_640_480_3.png,0032az_11771_2025_01_25_17_15_24_318795_RGB_640_480_3.png,0032az_11772_2025_01_25_17_15_24_418648_RGB_640_480_3.png,background,boundary,,
209,0032az,86,13383.0,0032az_11770_2025_01_25_17_15_24_217491_RGB_640_480_3.png,0032az_11767_2025_01_25_17_15_23_921038_RGB_640_480_3.png,0032az_11768_2025_01_25_17_15_24_009269_RGB_640_480_3.png,0032az_11769_2025_01_25_17_15_24_109700_RGB_640_480_3.png,0032az_11771_2025_01_25_17_15_24_318795_RGB_640_480_3.png,0032az_11772_2025_01_25_17_15_24_418648_RGB_640_480_3.png,0032az_11773_2025_01_25_17_15_24_515445_RGB_640_480_3.png,background,boundary,,
210,0032az,87,13484.0,0032az_11771_2025_01_25_17_15_24_318795_RGB_640_480_3.png,0032az_11768_2025_01_25_17_15_24_009269_RGB_640_480_3.png,0032az_11769_2025_01_25_17_15_24_109700_RGB_640_480_3.png,0032az_11770_2025_01_25_17_15_24_217491_RGB_640_480_3.png,0032az_11772_2025_01_25_17_15_24_418648_RGB_640_480_3.png,0032az_11773_2025_01_25_17_15_24_515445_RGB_640_480_3.png,0032az_11774_2025_01_25_17_15_24_626589_RGB_640_480_3.png,background,boundary,,
211,0032az,106,15396.0,0032az_11790_2025_01_25_17_15_26_231190_RGB_640_480_3.png,0032az_11787_2025_01_25_17_15_25_940381_RGB_640_480_3.png,0032az_11788_2025_01_25_17_15_26_034612_RGB_640_480_3.png,0032az_11789_2025_01_25_17_15_26_130694_RGB_640_480_3.png,0032az_11791_2025_01_25_17_15_26_338630_RGB_640_480_3.png,0032az_11792_2025_01_25_17_15_26_438791_RGB_640_480_3.png,0032az_11793_2025_01_25_17_15_26_531227_RGB_640_480_3.png,background,boundary,,
212,0032az,107,15504.0,0032az_11791_2025_01_25_17_15_26_338630_RGB_640_480_3.png,0032az_11788_2025_01_25_17_15_26_034612_RGB_640_480_3.png,0032az_11789_2025_01_25_17_15_26_130694_RGB_640_480_3.png,0032az_11790_2025_01_25_17_15_26_231190_RGB_640_480_3.png,0032az_11792_2025_01_25_17_15_26_438791_RGB_640_480_3.png,0032az_11793_2025_01_25_17_15_26_531227_RGB_640_480_3.png,0032az_11794_2025_01_25_17_15_26_624272_RGB_640_480_3.png,background,boundary,,
213,0032az,108,15604.0,0032az_11792_2025_01_25_17_15_26_438791_RGB_640_480_3.png,0032az_11789_2025_01_25_17_15_26_130694_RGB_640_480_3.png,0032az_11790_2025_01_25_17_15_26_231190_RGB_640_480_3.png,0032az_11791_2025_01_25_17_15_26_338630_RGB_640_480_3.png,0032az_11793_2025_01_25_17_15_26_531227_RGB_640_480_3.png,0032az_11794_2025_01_25_17_15_26_624272_RGB_640_480_3.png,0032az_11795_2025_01_25_17_15_26_735440_RGB_640_480_3.png,background,boundary,,
214,0032az,109,15697.0,0032az_11793_2025_01_25_17_15_26_531227_RGB_640_480_3.png,0032az_11790_2025_01_25_17_15_26_231190_RGB_640_480_3.png,0032az_11791_2025_01_25_17_15_26_338630_RGB_640_480_3.png,0032az_11792_2025_01_25_17_15_26_438791_RGB_640_480_3.png,0032az_11794_2025_01_25_17_15_26_624272_RGB_640_480_3.png,0032az_11795_2025_01_25_17_15_26_735440_RGB_640_480_3.png,0032az_11796_2025_01_25_17_15_26_830277_RGB_640_480_3.png,background,boundary,,
215,0032az,110,15790.0,0032az_11794_2025_01_25_17_15_26_624272_RGB_640_480_3.png,0032az_11791_2025_01_25_17_15_26_338630_RGB_640_480_3.png,0032az_11792_2025_01_25_17_15_26_438791_RGB_640_480_3.png,0032az_11793_2025_01_25_17_15_26_531227_RGB_640_480_3.png,0032az_11795_2025_01_25_17_15_26_735440_RGB_640_480_3.png,0032az_11796_2025_01_25_17_15_26_830277_RGB_640_480_3.png,0032az_11797_2025_01_25_17_15_26_928813_RGB_640_480_3.png,background,boundary,,
216,0032az,111,15901.0,0032az_11795_2025_01_25_17_15_26_735440_RGB_640_480_3.png,0032az_11792_2025_01_25_17_15_26_438791_RGB_640_480_3.png,0032az_11793_2025_01_25_17_15_26_531227_RGB_640_480_3.png,0032az_11794_2025_01_25_17_15_26_624272_RGB_640_480_3.png,0032az_11796_2025_01_25_17_15_26_830277_RGB_640_480_3.png,0032az_11797_2025_01_25_17_15_26_928813_RGB_640_480_3.png,0032az_11798_2025_01_25_17_15_27_039139_RGB_640_480_3.png,background,boundary,,
217,0034az,71,7574.0,0034az_9326_2025_01_25_17_01_34_050967_RGB_640_480_3.png,0034az_9323_2025_01_25_17_01_33_045469_RGB_640_480_3.png,0034az_9324_2025_01_25_17_01_33_126220_RGB_640_480_3.png,0034az_9325_2025_01_25_17_01_33_575346_RGB_640_480_3.png,0034az_9327_2025_01_25_17_01_34_210653_RGB_640_480_3.png,0034az_9328_2025_01_25_17_01_34_308291_RGB_640_480_3.png,0034az_9329_2025_01_25_17_01_34_398600_RGB_640_480_3.png,background,boundary,,
218,0034az,72,7794.0,0034az_9327_2025_01_25_17_01_34_210653_RGB_640_480_3.png,0034az_9324_2025_01_25_17_01_33_126220_RGB_640_480_3.png,0034az_9325_2025_01_25_17_01_33_575346_RGB_640_480_3.png,0034az_9326_2025_01_25_17_01_34_050967_RGB_640_480_3.png,0034az_9328_2025_01_25_17_01_34_308291_RGB_640_480_3.png,0034az_9329_2025_01_25_17_01_34_398600_RGB_640_480_3.png,0034az_9330_2025_01_25_17_01_34_501812_RGB_640_480_3.png,background,boundary,,
219,0034az,73,7892.0,0034az_9328_2025_01_25_17_01_34_308291_RGB_640_480_3.png,0034az_9325_2025_01_25_17_01_33_575346_RGB_640_480_3.png,0034az_9326_2025_01_25_17_01_34_050967_RGB_640_480_3.png,0034az_9327_2025_01_25_17_01_34_210653_RGB_640_480_3.png,0034az_9329_2025_01_25_17_01_34_398600_RGB_640_480_3.png,0034az_9330_2025_01_25_17_01_34_501812_RGB_640_480_3.png,0034az_9331_2025_01_25_17_01_34_602220_RGB_640_480_3.png,background,boundary,,
220,0034az,84,8981.0,0034az_9339_2025_01_25_17_01_35_397033_RGB_640_480_3.png,0034az_9336_2025_01_25_17_01_35_098812_RGB_640_480_3.png,0034az_9337_2025_01_25_17_01_35_197749_RGB_640_480_3.png,0034az_9338_2025_01_25_17_01_35_289855_RGB_640_480_3.png,0034az_9340_2025_01_25_17_01_35_519546_RGB_640_480_3.png,0034az_9341_2025_01_25_17_01_35_623175_RGB_640_480_3.png,0034az_9342_2025_01_25_17_01_35_721286_RGB_640_480_3.png,background,boundary,,
221,0034az,85,9103.0,0034az_9340_2025_01_25_17_01_35_519546_RGB_640_480_3.png,0034az_9337_2025_01_25_17_01_35_197749_RGB_640_480_3.png,0034az_9338_2025_01_25_17_01_35_289855_RGB_640_480_3.png,0034az_9339_2025_01_25_17_01_35_397033_RGB_640_480_3.png,0034az_9341_2025_01_25_17_01_35_623175_RGB_640_480_3.png,0034az_9342_2025_01_25_17_01_35_721286_RGB_640_480_3.png,0034az_9343_2025_01_25_17_01_35_831806_RGB_640_480_3.png,background,boundary,,
222,0034az,86,9207.0,0034az_9341_2025_01_25_17_01_35_623175_RGB_640_480_3.png,0034az_9338_2025_01_25_17_01_35_289855_RGB_640_480_3.png,0034az_9339_2025_01_25_17_01_35_397033_RGB_640_480_3.png,0034az_9340_2025_01_25_17_01_35_519546_RGB_640_480_3.png,0034az_9342_2025_01_25_17_01_35_721286_RGB_640_480_3.png,0034az_9343_2025_01_25_17_01_35_831806_RGB_640_480_3.png,0034az_9344_2025_01_25_17_01_35_931413_RGB_640_480_3.png,background,boundary,,
223,0035,21,1987.0,0035_3114_2025_01_25_10_52_20_217907_RGB_640_480_3.png,0035_3111_2025_01_25_10_52_19_912986_RGB_640_480_3.png,0035_3112_2025_01_25_10_52_20_021141_RGB_640_480_3.png,0035_3113_2025_01_25_10_52_20_122273_RGB_640_480_3.png,0035_3115_2025_01_25_10_52_20_315517_RGB_640_480_3.png,0035_3116_2025_01_25_10_52_20_426442_RGB_640_480_3.png,0035_3117_2025_01_25_10_52_20_522264_RGB_640_480_3.png,background,boundary,,
224,0035,22,2085.0,0035_3115_2025_01_25_10_52_20_315517_RGB_640_480_3.png,0035_3112_2025_01_25_10_52_20_021141_RGB_640_480_3.png,0035_3113_2025_01_25_10_52_20_122273_RGB_640_480_3.png,0035_3114_2025_01_25_10_52_20_217907_RGB_640_480_3.png,0035_3116_2025_01_25_10_52_20_426442_RGB_640_480_3.png,0035_3117_2025_01_25_10_52_20_522264_RGB_640_480_3.png,0035_3118_2025_01_25_10_52_20_617507_RGB_640_480_3.png,background,boundary,,
225,0035,23,2193.0,0035_3116_2025_01_25_10_52_20_426442_RGB_640_480_3.png,0035_3113_2025_01_25_10_52_20_122273_RGB_640_480_3.png,0035_3114_2025_01_25_10_52_20_217907_RGB_640_480_3.png,0035_3115_2025_01_25_10_52_20_315517_RGB_640_480_3.png,0035_3117_2025_01_25_10_52_20_522264_RGB_640_480_3.png,0035_3118_2025_01_25_10_52_20_617507_RGB_640_480_3.png,0035_3119_2025_01_25_10_52_20_716024_RGB_640_480_3.png,background,boundary,,
226,0035,41,3991.0,0035_3134_2025_01_25_10_52_22_221929_RGB_640_480_3.png,0035_3131_2025_01_25_10_52_21_917182_RGB_640_480_3.png,0035_3132_2025_01_25_10_52_22_015595_RGB_640_480_3.png,0035_3133_2025_01_25_10_52_22_115321_RGB_640_480_3.png,0035_3135_2025_01_25_10_52_22_320734_RGB_640_480_3.png,0035_3136_2025_01_25_10_52_22_418389_RGB_640_480_3.png,0035_3137_2025_01_25_10_52_22_524200_RGB_640_480_3.png,background,boundary,,
227,0035,42,4090.0,0035_3135_2025_01_25_10_52_22_320734_RGB_640_480_3.png,0035_3132_2025_01_25_10_52_22_015595_RGB_640_480_3.png,0035_3133_2025_01_25_10_52_22_115321_RGB_640_480_3.png,0035_3134_2025_01_25_10_52_22_221929_RGB_640_480_3.png,0035_3136_2025_01_25_10_52_22_418389_RGB_640_480_3.png,0035_3137_2025_01_25_10_52_22_524200_RGB_640_480_3.png,0035_3138_2025_01_25_10_52_22_646156_RGB_640_480_3.png,background,boundary,,
228,0035,43,4188.0,0035_3136_2025_01_25_10_52_22_418389_RGB_640_480_3.png,0035_3133_2025_01_25_10_52_22_115321_RGB_640_480_3.png,0035_3134_2025_01_25_10_52_22_221929_RGB_640_480_3.png,0035_3135_2025_01_25_10_52_22_320734_RGB_640_480_3.png,0035_3137_2025_01_25_10_52_22_524200_RGB_640_480_3.png,0035_3138_2025_01_25_10_52_22_646156_RGB_640_480_3.png,0035_3139_2025_01_25_10_52_22_745526_RGB_640_480_3.png,background,boundary,,
229,0041vd,6,522.0,0041vd_6608_2025_01_25_16_50_18_061345_RGB_640_480_3.png,0041vd_6605_2025_01_25_16_50_17_775165_RGB_640_480_3.png,0041vd_6606_2025_01_25_16_50_17_866017_RGB_640_480_3.png,0041vd_6607_2025_01_25_16_50_17_961784_RGB_640_480_3.png,0041vd_6609_2025_01_25_16_50_18_169032_RGB_640_480_3.png,0041vd_6610_2025_01_25_16_50_18_277046_RGB_640_480_3.png,0041vd_6611_2025_01_25_16_50_18_379574_RGB_640_480_3.png,background,boundary,,
230,0041vd,7,630.0,0041vd_6609_2025_01_25_16_50_18_169032_RGB_640_480_3.png,0041vd_6606_2025_01_25_16_50_17_866017_RGB_640_480_3.png,0041vd_6607_2025_01_25_16_50_17_961784_RGB_640_480_3.png,0041vd_6608_2025_01_25_16_50_18_061345_RGB_640_480_3.png,0041vd_6610_2025_01_25_16_50_18_277046_RGB_640_480_3.png,0041vd_6611_2025_01_25_16_50_18_379574_RGB_640_480_3.png,0041vd_6612_2025_01_25_16_50_18_473562_RGB_640_480_3.png,background,boundary,,
231,0041vd,8,737.0,0041vd_6610_2025_01_25_16_50_18_277046_RGB_640_480_3.png,0041vd_6607_2025_01_25_16_50_17_961784_RGB_640_480_3.png,0041vd_6608_2025_01_25_16_50_18_061345_RGB_640_480_3.png,0041vd_6609_2025_01_25_16_50_18_169032_RGB_640_480_3.png,0041vd_6611_2025_01_25_16_50_18_379574_RGB_640_480_3.png,0041vd_6612_2025_01_25_16_50_18_473562_RGB_640_480_3.png,0041vd_6613_2025_01_25_16_50_18_574617_RGB_640_480_3.png,background,boundary,,
232,0041vd,17,1662.0,0041vd_6619_2025_01_25_16_50_19_201248_RGB_640_480_3.png,0041vd_6616_2025_01_25_16_50_18_907580_RGB_640_480_3.png,0041vd_6617_2025_01_25_16_50_19_012763_RGB_640_480_3.png,0041vd_6618_2025_01_25_16_50_19_108160_RGB_640_480_3.png,0041vd_6620_2025_01_25_16_50_19_297328_RGB_640_480_3.png,0041vd_6621_2025_01_25_16_50_19_391771_RGB_640_480_3.png,0041vd_6622_2025_01_25_16_50_19_488977_RGB_640_480_3.png,background,boundary,,
233,0041vd,18,1758.0,0041vd_6620_2025_01_25_16_50_19_297328_RGB_640_480_3.png,0041vd_6617_2025_01_25_16_50_19_012763_RGB_640_480_3.png,0041vd_6618_2025_01_25_16_50_19_108160_RGB_640_480_3.png,0041vd_6619_2025_01_25_16_50_19_201248_RGB_640_480_3.png,0041vd_6621_2025_01_25_16_50_19_391771_RGB_640_480_3.png,0041vd_6622_2025_01_25_16_50_19_488977_RGB_640_480_3.png,0041vd_6623_2025_01_25_16_50_19_586730_RGB_640_480_3.png,background,boundary,,
234,0041vd,19,1852.0,0041vd_6621_2025_01_25_16_50_19_391771_RGB_640_480_3.png,0041vd_6618_2025_01_25_16_50_19_108160_RGB_640_480_3.png,0041vd_6619_2025_01_25_16_50_19_201248_RGB_640_480_3.png,0041vd_6620_2025_01_25_16_50_19_297328_RGB_640_480_3.png,0041vd_6622_2025_01_25_16_50_19_488977_RGB_640_480_3.png,0041vd_6623_2025_01_25_16_50_19_586730_RGB_640_480_3.png,0041vd_6624_2025_01_25_16_50_19_671659_RGB_640_480_3.png,background,boundary,,
235,0041vd,23,2228.0,0041vd_6625_2025_01_25_16_50_19_766922_RGB_640_480_3.png,0041vd_6622_2025_01_25_16_50_19_488977_RGB_640_480_3.png,0041vd_6623_2025_01_25_16_50_19_586730_RGB_640_480_3.png,0041vd_6624_2025_01_25_16_50_19_671659_RGB_640_480_3.png,0041vd_6626_2025_01_25_16_50_19_869780_RGB_640_480_3.png,0041vd_6627_2025_01_25_16_50_19_968203_RGB_640_480_3.png,0041vd_6628_2025_01_25_16_50_20_074168_RGB_640_480_3.png,background,high_pdi,,
236,0041vds2,5,421.0,0041vd_6642_2025_01_25_16_50_26_928126_RGB_640_480_3.png,0041vd_6639_2025_01_25_16_50_26_629820_RGB_640_480_3.png,0041vd_6640_2025_01_25_16_50_26_713188_RGB_640_480_3.png,0041vd_6641_2025_01_25_16_50_26_817404_RGB_640_480_3.png,0041vd_6643_2025_01_25_16_50_27_019616_RGB_640_480_3.png,0041vd_6644_2025_01_25_16_50_27_119186_RGB_640_480_3.png,0041vd_6645_2025_01_25_16_50_27_215963_RGB_640_480_3.png,background,high_pdi,,
237,0041vds2,6,512.0,0041vd_6643_2025_01_25_16_50_27_019616_RGB_640_480_3.png,0041vd_6640_2025_01_25_16_50_26_713188_RGB_640_480_3.png,0041vd_6641_2025_01_25_16_50_26_817404_RGB_640_480_3.png,0041vd_6642_2025_01_25_16_50_26_928126_RGB_640_480_3.png,0041vd_6644_2025_01_25_16_50_27_119186_RGB_640_480_3.png,0041vd_6645_2025_01_25_16_50_27_215963_RGB_640_480_3.png,0041vd_6646_2025_01_25_16_50_27_322875_RGB_640_480_3.png,background,high_pdi,,
238,0041vds2,9,816.0,0041vd_6646_2025_01_25_16_50_27_322875_RGB_640_480_3.png,0041vd_6643_2025_01_25_16_50_27_019616_RGB_640_480_3.png,0041vd_6644_2025_01_25_16_50_27_119186_RGB_640_480_3.png,0041vd_6645_2025_01_25_16_50_27_215963_RGB_640_480_3.png,0041vd_6647_2025_01_25_16_50_27_418766_RGB_640_480_3.png,0041vd_6648_2025_01_25_16_50_27_519867_RGB_640_480_3.png,0041vd_6649_2025_01_25_16_50_27_620658_RGB_640_480_3.png,background,boundary,,
239,0041vds2,10,911.0,0041vd_6647_2025_01_25_16_50_27_418766_RGB_640_480_3.png,0041vd_6644_2025_01_25_16_50_27_119186_RGB_640_480_3.png,0041vd_6645_2025_01_25_16_50_27_215963_RGB_640_480_3.png,0041vd_6646_2025_01_25_16_50_27_322875_RGB_640_480_3.png,0041vd_6648_2025_01_25_16_50_27_519867_RGB_640_480_3.png,0041vd_6649_2025_01_25_16_50_27_620658_RGB_640_480_3.png,0041vd_6650_2025_01_25_16_50_27_728852_RGB_640_480_3.png,background,boundary,,
240,0041vds2,11,1012.0,0041vd_6648_2025_01_25_16_50_27_519867_RGB_640_480_3.png,0041vd_6645_2025_01_25_16_50_27_215963_RGB_640_480_3.png,0041vd_6646_2025_01_25_16_50_27_322875_RGB_640_480_3.png,0041vd_6647_2025_01_25_16_50_27_418766_RGB_640_480_3.png,0041vd_6649_2025_01_25_16_50_27_620658_RGB_640_480_3.png,0041vd_6650_2025_01_25_16_50_27_728852_RGB_640_480_3.png,0041vd_6651_2025_01_25_16_50_27_832494_RGB_640_480_3.png,background,boundary,,
241,0041vds2,22,2141.0,0041vd_6659_2025_01_25_16_50_28_648449_RGB_640_480_3.png,0041vd_6656_2025_01_25_16_50_28_342229_RGB_640_480_3.png,0041vd_6657_2025_01_25_16_50_28_443896_RGB_640_480_3.png,0041vd_6658_2025_01_25_16_50_28_547438_RGB_640_480_3.png,0041vd_6660_2025_01_25_16_50_28_749068_RGB_640_480_3.png,0041vd_6661_2025_01_25_16_50_28_849992_RGB_640_480_3.png,0041vd_6662_2025_01_25_16_50_28_944270_RGB_640_480_3.png,background,boundary+high_pdi,,
242,0041vds2,23,2242.0,0041vd_6660_2025_01_25_16_50_28_749068_RGB_640_480_3.png,0041vd_6657_2025_01_25_16_50_28_443896_RGB_640_480_3.png,0041vd_6658_2025_01_25_16_50_28_547438_RGB_640_480_3.png,0041vd_6659_2025_01_25_16_50_28_648449_RGB_640_480_3.png,0041vd_6661_2025_01_25_16_50_28_849992_RGB_640_480_3.png,0041vd_6662_2025_01_25_16_50_28_944270_RGB_640_480_3.png,0041vd_6663_2025_01_25_16_50_29_044153_RGB_640_480_3.png,background,boundary+high_pdi,,
243,0041vds2,24,2343.0,0041vd_6661_2025_01_25_16_50_28_849992_RGB_640_480_3.png,0041vd_6658_2025_01_25_16_50_28_547438_RGB_640_480_3.png,0041vd_6659_2025_01_25_16_50_28_648449_RGB_640_480_3.png,0041vd_6660_2025_01_25_16_50_28_749068_RGB_640_480_3.png,0041vd_6662_2025_01_25_16_50_28_944270_RGB_640_480_3.png,0041vd_6663_2025_01_25_16_50_29_044153_RGB_640_480_3.png,0041vd_6664_2025_01_25_16_50_29_140671_RGB_640_480_3.png,background,boundary,,
244,0041vds2,25,2437.0,0041vd_6662_2025_01_25_16_50_28_944270_RGB_640_480_3.png,0041vd_6659_2025_01_25_16_50_28_648449_RGB_640_480_3.png,0041vd_6660_2025_01_25_16_50_28_749068_RGB_640_480_3.png,0041vd_6661_2025_01_25_16_50_28_849992_RGB_640_480_3.png,0041vd_6663_2025_01_25_16_50_29_044153_RGB_640_480_3.png,0041vd_6664_2025_01_25_16_50_29_140671_RGB_640_480_3.png,0041vd_6665_2025_01_25_16_50_29_271845_RGB_640_480_3.png,background,high_pdi,,
245,0041vds2,29,2863.0,0041vd_6666_2025_01_25_16_50_29_370074_RGB_640_480_3.png,0041vd_6663_2025_01_25_16_50_29_044153_RGB_640_480_3.png,0041vd_6664_2025_01_25_16_50_29_140671_RGB_640_480_3.png,0041vd_6665_2025_01_25_16_50_29_271845_RGB_640_480_3.png,,,,background,high_pdi,,
246,0043az,27,2652.0,0043az_8918_2025_01_25_16_59_32_116855_RGB_640_480_3.png,0043az_8915_2025_01_25_16_59_31_808284_RGB_640_480_3.png,0043az_8916_2025_01_25_16_59_31_915211_RGB_640_480_3.png,0043az_8917_2025_01_25_16_59_32_017322_RGB_640_480_3.png,0043az_8919_2025_01_25_16_59_32_212486_RGB_640_480_3.png,0043az_8920_2025_01_25_16_59_32_302431_RGB_640_480_3.png,0043az_8921_2025_01_25_16_59_32_388950_RGB_640_480_3.png,background,boundary,,
247,0043az,28,2748.0,0043az_8919_2025_01_25_16_59_32_212486_RGB_640_480_3.png,0043az_8916_2025_01_25_16_59_31_915211_RGB_640_480_3.png,0043az_8917_2025_01_25_16_59_32_017322_RGB_640_480_3.png,0043az_8918_2025_01_25_16_59_32_116855_RGB_640_480_3.png,0043az_8920_2025_01_25_16_59_32_302431_RGB_640_480_3.png,0043az_8921_2025_01_25_16_59_32_388950_RGB_640_480_3.png,0043az_8922_2025_01_25_16_59_32_485660_RGB_640_480_3.png,background,boundary,,
248,0043az,29,2838.0,0043az_8920_2025_01_25_16_59_32_302431_RGB_640_480_3.png,0043az_8917_2025_01_25_16_59_32_017322_RGB_640_480_3.png,0043az_8918_2025_01_25_16_59_32_116855_RGB_640_480_3.png,0043az_8919_2025_01_25_16_59_32_212486_RGB_640_480_3.png,0043az_8921_2025_01_25_16_59_32_388950_RGB_640_480_3.png,0043az_8922_2025_01_25_16_59_32_485660_RGB_640_480_3.png,0043az_8923_2025_01_25_16_59_32_595794_RGB_640_480_3.png,background,boundary,,
249,0043az,39,3857.0,0043az_8930_2025_01_25_16_59_33_320977_RGB_640_480_3.png,0043az_8927_2025_01_25_16_59_33_006557_RGB_640_480_3.png,0043az_8928_2025_01_25_16_59_33_124446_RGB_640_480_3.png,0043az_8929_2025_01_25_16_59_33_225884_RGB_640_480_3.png,0043az_8931_2025_01_25_16_59_33_423124_RGB_640_480_3.png,0043az_8932_2025_01_25_16_59_33_525846_RGB_640_480_3.png,0043az_8933_2025_01_25_16_59_33_618643_RGB_640_480_3.png,background,boundary,,
250,0043az,40,3958.0,0043az_8931_2025_01_25_16_59_33_423124_RGB_640_480_3.png,0043az_8928_2025_01_25_16_59_33_124446_RGB_640_480_3.png,0043az_8929_2025_01_25_16_59_33_225884_RGB_640_480_3.png,0043az_8930_2025_01_25_16_59_33_320977_RGB_640_480_3.png,0043az_8932_2025_01_25_16_59_33_525846_RGB_640_480_3.png,0043az_8933_2025_01_25_16_59_33_618643_RGB_640_480_3.png,0043az_8934_2025_01_25_16_59_33_711512_RGB_640_480_3.png,background,boundary,,
251,0043az,41,4061.0,0043az_8932_2025_01_25_16_59_33_525846_RGB_640_480_3.png,0043az_8929_2025_01_25_16_59_33_225884_RGB_640_480_3.png,0043az_8930_2025_01_25_16_59_33_320977_RGB_640_480_3.png,0043az_8931_2025_01_25_16_59_33_423124_RGB_640_480_3.png,0043az_8933_2025_01_25_16_59_33_618643_RGB_640_480_3.png,0043az_8934_2025_01_25_16_59_33_711512_RGB_640_480_3.png,0043az_8935_2025_01_25_16_59_33_814986_RGB_640_480_3.png,background,boundary,,
252,0044,21,1850.0,0044_1311_2025_01_25_10_42_44_851311_RGB_640_480_3.png,0044_1308_2025_01_25_10_42_44_572228_RGB_640_480_3.png,0044_1309_2025_01_25_10_42_44_669433_RGB_640_480_3.png,0044_1310_2025_01_25_10_42_44_754931_RGB_640_480_3.png,0044_1312_2025_01_25_10_42_44_941936_RGB_640_480_3.png,0044_1313_2025_01_25_10_42_45_035724_RGB_640_480_3.png,0044_1314_2025_01_25_10_42_45_126339_RGB_640_480_3.png,background,boundary,,
253,0044,22,1944.0,0044_1312_2025_01_25_10_42_44_941936_RGB_640_480_3.png,0044_1309_2025_01_25_10_42_44_669433_RGB_640_480_3.png,0044_1310_2025_01_25_10_42_44_754931_RGB_640_480_3.png,0044_1311_2025_01_25_10_42_44_851311_RGB_640_480_3.png,0044_1313_2025_01_25_10_42_45_035724_RGB_640_480_3.png,0044_1314_2025_01_25_10_42_45_126339_RGB_640_480_3.png,0044_1315_2025_01_25_10_42_45_217108_RGB_640_480_3.png,background,boundary,,
254,0044,23,2038.0,0044_1313_2025_01_25_10_42_45_035724_RGB_640_480_3.png,0044_1310_2025_01_25_10_42_44_754931_RGB_640_480_3.png,0044_1311_2025_01_25_10_42_44_851311_RGB_640_480_3.png,0044_1312_2025_01_25_10_42_44_941936_RGB_640_480_3.png,0044_1314_2025_01_25_10_42_45_126339_RGB_640_480_3.png,0044_1315_2025_01_25_10_42_45_217108_RGB_640_480_3.png,0044_1316_2025_01_25_10_42_45_317102_RGB_640_480_3.png,background,boundary,,
255,0044,35,3208.0,0044_1325_2025_01_25_10_42_46_206228_RGB_640_480_3.png,0044_1322_2025_01_25_10_42_45_903049_RGB_640_480_3.png,0044_1323_2025_01_25_10_42_46_008072_RGB_640_480_3.png,0044_1324_2025_01_25_10_42_46_105180_RGB_640_480_3.png,0044_1326_2025_01_25_10_42_46_305565_RGB_640_480_3.png,0044_1327_2025_01_25_10_42_46_433114_RGB_640_480_3.png,0044_1328_2025_01_25_10_42_46_534016_RGB_640_480_3.png,background,boundary,,
256,0044,36,3307.0,0044_1326_2025_01_25_10_42_46_305565_RGB_640_480_3.png,0044_1323_2025_01_25_10_42_46_008072_RGB_640_480_3.png,0044_1324_2025_01_25_10_42_46_105180_RGB_640_480_3.png,0044_1325_2025_01_25_10_42_46_206228_RGB_640_480_3.png,0044_1327_2025_01_25_10_42_46_433114_RGB_640_480_3.png,0044_1328_2025_01_25_10_42_46_534016_RGB_640_480_3.png,0044_1329_2025_01_25_10_42_46_627266_RGB_640_480_3.png,background,boundary,,
257,0044,37,3432.0,0044_1327_2025_01_25_10_42_46_433114_RGB_640_480_3.png,0044_1324_2025_01_25_10_42_46_105180_RGB_640_480_3.png,0044_1325_2025_01_25_10_42_46_206228_RGB_640_480_3.png,0044_1326_2025_01_25_10_42_46_305565_RGB_640_480_3.png,0044_1328_2025_01_25_10_42_46_534016_RGB_640_480_3.png,0044_1329_2025_01_25_10_42_46_627266_RGB_640_480_3.png,0044_1330_2025_01_25_10_42_46_716054_RGB_640_480_3.png,background,boundary,,
258,0047,34,3396.0,0047_3504_2025_01_25_10_54_54_299764_RGB_640_480_3.png,0047_3501_2025_01_25_10_54_54_002260_RGB_640_480_3.png,0047_3502_2025_01_25_10_54_54_092745_RGB_640_480_3.png,0047_3503_2025_01_25_10_54_54_203431_RGB_640_480_3.png,0047_3505_2025_01_25_10_54_54_391697_RGB_640_480_3.png,0047_3506_2025_01_25_10_54_54_500531_RGB_640_480_3.png,0047_3507_2025_01_25_10_54_54_603458_RGB_640_480_3.png,background,boundary,,
